command,name,help,description,arguments_json,has_help,has_description,mentioned_in_docs,example_in_code_block,safety_flags
pattern,pattern,canonical pattern capability commands,Canonical pattern commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
pattern catalog,catalog,catalog command,,"[{""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,False,False,False,[]
pattern generate,generate,generate command,,"[{""choices"": null, ""default"": null, ""dest"": ""scan_report"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": ""sub"", ""dest"": ""symbol_prefix"", ""help"": null, ""nargs"": null, ""option_strings"": [""--symbol-prefix""], ""required"": false, ""type"": null}]",True,False,False,False,[]
pattern match,match,match command,,"[{""choices"": null, ""default"": null, ""dest"": ""generation_report"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,False,False,False,[]
pattern promote,promote,promote command,,"[{""choices"": null, ""default"": null, ""dest"": ""function_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""candidate"", ""help"": null, ""nargs"": null, ""option_strings"": [""--candidate""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--report""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": ""pattern"", ""dest"": ""stage"", ""help"": null, ""nargs"": null, ""option_strings"": [""--stage""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": false, ""dest"": ""overwrite"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--overwrite""], ""required"": false, ""type"": null}]",True,False,False,False,[]
pattern scan,scan,scan command,,"[{""choices"": null, ""default"": null, ""dest"": ""root"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": [""x86"", ""x86_64""], ""default"": null, ""dest"": ""architecture"", ""help"": null, ""nargs"": null, ""option_strings"": [""--architecture""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,False,False,False,[]
pdb-inspect,pdb-inspect,inspect an MSF 7.0 PDB and optionally match it to a PE,,"[{""choices"": null, ""default"": null, ""dest"": ""pdb"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""pe"", ""help"": null, ""nargs"": null, ""option_strings"": [""--pe""], ""required"": false, ""type"": ""_path""}]",True,False,False,False,[]
pe,pe,canonical pe capability commands,Canonical pe commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
pe export-coff,export-coff,export-coff command,,"[{""choices"": null, ""default"": null, ""dest"": ""image"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""section"", ""help"": null, ""nargs"": null, ""option_strings"": [""--section""], ""required"": false, ""type"": null}]",True,False,False,False,[]
pe export-sections,export-sections,export-sections command,,"[{""choices"": null, ""default"": null, ""dest"": ""image"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""section"", ""help"": null, ""nargs"": null, ""option_strings"": [""--section""], ""required"": false, ""type"": null}]",True,False,False,False,[]
pe inventory,inventory,inventory command,,"[{""choices"": null, ""default"": null, ""dest"": ""image"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
pe patch-apply,patch-apply,patch-apply command,,"[{""choices"": null, ""default"": null, ""dest"": ""plan_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
pe patch-plan,patch-plan,patch-plan command,,"[{""choices"": null, ""default"": null, ""dest"": ""original"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""operations_json"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
pe text-swap,text-swap,text-swap command,,"[{""choices"": null, ""default"": null, ""dest"": ""original"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""replacement"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": "".text"", ""dest"": ""section_name"", ""help"": null, ""nargs"": null, ""option_strings"": [""--section-name""], ""required"": false, ""type"": null}]",True,False,False,False,[]
pipeline-cancel,pipeline-cancel,cancel a pipeline or one pipeline stage,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""pipeline_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""stage_id"", ""help"": null, ""nargs"": null, ""option_strings"": [""--stage-id""], ""required"": false, ""type"": null}]",True,False,True,False,[]
pipeline-create,pipeline-create,create a default durable analysis pipeline manifest,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": false, ""dest"": ""without_ghidra"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--without-ghidra""], ""required"": false, ""type"": null}]",True,False,False,False,[]
pipeline-recover,pipeline-recover,reset jobs with stale durable runner heartbeats,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""pipeline_id"", ""help"": null, ""nargs"": null, ""option_strings"": [""--pipeline-id""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 600, ""dest"": ""stale_seconds"", ""help"": null, ""nargs"": null, ""option_strings"": [""--stale-seconds""], ""required"": false, ""type"": ""int""}]",True,False,True,False,[]
pipeline-retry,pipeline-retry,retry a failed pipeline stage,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""pipeline_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""stage_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": false, ""dest"": ""cascade"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--cascade""], ""required"": false, ""type"": null}]",True,False,False,False,[]
pipeline-run,pipeline-run,run or resume a durable project pipeline,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""manifest"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": false, ""dest"": ""continue_on_failure"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--continue-on-failure""], ""required"": false, ""type"": null}]",True,False,False,False,[]
pipeline-status,pipeline-status,show durable pipeline and stage status,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""pipeline_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
playability,playability,canonical playability capability commands,Canonical playability commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
playability smoke-plan,smoke-plan,smoke-plan command,,"[{""choices"": null, ""default"": null, ""dest"": ""target"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": ""windows-game"", ""dest"": ""profile"", ""help"": null, ""nargs"": null, ""option_strings"": [""--profile""], ""required"": false, ""type"": null}]",True,False,False,False,[]
plugin,plugin,canonical plugin capability commands,Canonical plugin commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
